,location,total_sqft,bath,price,BHK
622,Banashankari,1900.0,2.0,170.0,3
623,Banashankari,1260.0,2.0,75.0,2
624,Banashankari,1170.0,2.0,46.79,2
626,Banashankari,1350.0,2.0,83.0,3
628,Banashankari,1330.0,2.0,78.0,2
629,Banashankari,1400.0,2.0,78.0,3
630,Banashankari,1700.0,3.0,125.0,3
631,Banashankari,1020.0,2.0,40.79,2
632,Banashankari,1600.0,2.0,63.98,2
633,Banashankari,1041.0,2.0,36.44,2
634,Banashankari,2400.0,1.0,200.0,1
635,Banashankari,1390.0,2.0,86.0,2
636,Banashankari,1460.0,2.0,70.0,2
637,Banashankari,1200.0,2.0,60.0,2
638,Banashankari,1290.0,2.0,80.0,2
639,Banashankari,2582.0,5.0,250.0,3
640,Banashankari,1186.0,2.0,65.0,2
641,Banashankari,1650.0,3.0,101.0,3
643,Banashankari,1181.0,2.0,75.0,2
644,Banashankari,1105.0,2.0,90.0,2
645,Banashankari,720.0,1.0,60.0,1
646,Banashankari,1040.0,2.0,45.0,2
647,Banashankari,1330.0,2.0,77.0,2
648,Banashankari,1200.0,2.0,49.0,2
649,Banashankari,1185.0,2.0,67.0,2
650,Banashankari,1000.0,2.0,50.0,2
651,Banashankari,1650.0,3.0,90.75,3
652,Banashankari,1310.0,2.0,80.43,2
653,Banashankari,600.0,1.0,27.0,2
654,Banashankari,1430.0,2.0,87.8,2
655,Banashankari,1020.0,2.0,42.83,2
657,Banashankari,1540.0,3.0,80.0,3
658,Banashankari,1195.0,2.0,35.84,2
659,Banashankari,1683.0,3.0,115.0,3
660,Banashankari,1800.0,3.0,125.0,3
661,Banashankari,1175.0,2.0,41.13,2
662,Banashankari,1750.0,2.0,89.0,3
663,Banashankari,1800.0,3.0,175.0,3
664,Banashankari,1450.0,2.0,50.75,2
665,Banashankari,1770.0,3.0,108.0,3
667,Banashankari,1200.0,3.0,74.52,3
668,Banashankari,1100.0,2.0,63.0,2
669,Banashankari,1426.0,3.0,85.0,3
670,Banashankari Stage II,1700.0,2.0,150.0,2
671,Banashankari Stage II,1200.0,2.0,150.0,4
672,Banashankari Stage II,1500.0,2.0,120.0,3
673,Banashankari Stage II,2400.0,3.0,510.0,5
674,Banashankari Stage II,1240.0,2.0,59.52,3
675,Banashankari Stage II,1250.0,2.0,110.0,2
676,Banashankari Stage II,1260.0,2.0,95.0,3
677,Banashankari Stage II,2400.0,2.0,300.0,3
678,Banashankari Stage II,1400.0,2.0,100.0,2
679,Banashankari Stage II,2800.0,3.0,425.0,5
680,Banashankari Stage II,3000.0,3.0,450.0,3
681,Banashankari Stage II,1200.0,2.0,198.0,3
682,Banashankari Stage II,1245.0,2.0,125.0,2
683,Banashankari Stage III,1305.0,2.0,58.7,3
684,Banashankari Stage III,1145.0,2.0,58.4,2
685,Banashankari Stage III,1650.0,3.0,118.0,3
686,Banashankari Stage III,2400.0,4.0,240.0,4
687,Banashankari Stage III,1350.0,2.0,68.0,3
689,Banashankari Stage III,1305.0,2.0,59.0,3
690,Banashankari Stage III,1305.0,2.0,60.0,3
691,Banashankari Stage III,1200.0,2.0,42.0,2
692,Banashankari Stage III,1480.0,3.0,75.48,3
693,Banashankari Stage III,1304.0,2.0,111.0,2
694,Banashankari Stage III,3000.0,6.0,150.0,6
695,Banashankari Stage III,1085.0,2.0,50.0,2
696,Banashankari Stage III,1500.0,2.0,100.0,3
697,Banashankari Stage III,1350.0,1.0,145.0,1
698,Banashankari Stage III,2100.0,3.0,147.0,4
699,Banashankari Stage III,1420.0,2.0,95.0,3
700,Banashankari Stage V,1300.0,2.0,58.5,3
701,Banashankari Stage V,1305.0,2.0,49.0,3
702,Banashankari Stage V,1035.0,2.0,35.77,2
703,Banashankari Stage V,1355.0,2.0,61.0,3
704,Banashankari Stage V,1510.0,3.0,47.57,3
705,Banashankari Stage V,1650.0,3.0,51.98,3
706,Banashankari Stage V,1630.0,3.0,51.35,3
707,Banashankari Stage V,1315.0,2.0,49.0,3
708,Banashankari Stage V,1540.0,3.0,48.51,3
709,Banashankari Stage V,920.0,2.0,41.5,2
710,Banashankari Stage VI,1177.5,2.0,59.935,2
711,Banashankari Stage VI,4800.0,4.0,190.0,4
712,Banashankari Stage VI,2800.0,4.0,89.0,4
713,Banashankari Stage VI,2200.0,4.0,195.0,4
714,Banashankari Stage VI,1160.0,2.0,59.0,2
715,Banashankari Stage VI,1180.0,2.0,59.47,2
716,Banashankari Stage VI,1423.0,2.0,71.73,3
717,Banashankari Stage VI,1392.0,3.0,69.46,3
718,Banashankari Stage VI,1410.5,2.0,70.385,3
719,Banashankari Stage VI,4800.0,3.0,200.0,4
720,Banaswadi,1184.0,2.0,53.0,2
721,Banaswadi,1145.0,2.0,55.0,2
722,Banaswadi,1250.0,2.0,60.0,2
723,Banaswadi,1365.0,2.0,73.0,2
724,Banaswadi,1903.0,6.0,140.0,5
725,Banaswadi,1222.0,2.0,80.0,2
726,Banaswadi,870.0,2.0,38.0,2
727,Banaswadi,1200.0,2.0,60.0,2
729,Banaswadi,527.0,1.0,35.0,1
730,Banaswadi,1340.0,2.0,73.0,2
731,Banaswadi,1008.0,2.0,52.0,2
732,Banaswadi,1105.0,2.0,57.0,2
733,Banjara Layout,1200.0,2.0,70.0,2
734,Banjara Layout,1050.0,2.0,64.8,2
735,Banjara Layout,753.0,3.0,59.5,2
736,Banjara Layout,2500.0,4.0,140.0,3
737,Bannerghatta,3012.0,6.0,250.0,4
738,Bannerghatta,1665.0,3.0,110.0,3
739,Bannerghatta,2370.0,4.0,195.0,3
740,Bannerghatta,1100.0,2.0,66.0,2
741,Bannerghatta,2895.5,2.0,246.0,4
742,Bannerghatta,1113.0,2.0,70.0,2
743,Bannerghatta,1200.0,2.0,73.2,2
744,Bannerghatta,1070.0,2.0,87.0,2
745,Bannerghatta,1776.0,3.0,124.0,3
746,Bannerghatta,1776.0,3.0,150.0,3
747,Bannerghatta Road,500.0,1.0,18.5,1
748,Bannerghatta Road,1050.0,2.0,65.0,2
749,Bannerghatta Road,1170.0,2.0,66.0,3
750,Bannerghatta Road,595.0,1.0,33.32,1
751,Bannerghatta Road,1445.0,3.0,95.0,3
752,Bannerghatta Road,1640.0,2.0,120.0,3
754,Bannerghatta Road,1460.0,2.0,90.0,3
756,Bannerghatta Road,1179.0,2.0,66.02,2
757,Bannerghatta Road,1122.5,2.0,58.935,2
758,Bannerghatta Road,793.0,2.0,45.0,2
760,Bannerghatta Road,1400.0,2.0,78.0,2
762,Bannerghatta Road,1215.0,2.0,50.0,2
763,Bannerghatta Road,1654.0,3.0,100.0,3
764,Bannerghatta Road,1181.0,2.0,55.0,2
766,Bannerghatta Road,1200.0,2.0,75.0,2
768,Bannerghatta Road,595.0,1.0,31.83,1
769,Bannerghatta Road,1105.0,2.0,51.0,2
770,Bannerghatta Road,1255.0,2.0,65.26,2
772,Bannerghatta Road,1550.0,3.0,82.0,3
774,Bannerghatta Road,1650.0,3.0,122.0,3
775,Bannerghatta Road,912.0,2.0,55.0,2
776,Bannerghatta Road,1218.0,2.0,73.0,2
778,Bannerghatta Road,1115.0,2.0,65.12,2
780,Bannerghatta Road,1893.0,3.0,100.0,3
781,Bannerghatta Road,1600.0,3.0,95.0,3
782,Bannerghatta Road,1275.0,2.0,65.0,2
783,Bannerghatta Road,892.0,2.0,39.0,2
785,Bannerghatta Road,1260.0,2.0,70.0,2
787,Bannerghatta Road,1157.0,2.0,40.0,2
788,Bannerghatta Road,1150.0,2.0,65.0,2
790,Bannerghatta Road,1100.0,2.0,39.0,2
792,Bannerghatta Road,1725.0,3.0,110.0,3
793,Bannerghatta Road,1850.0,6.0,150.0,6
795,Bannerghatta Road,950.0,2.0,38.0,2
796,Bannerghatta Road,1220.0,2.0,80.0,2
797,Bannerghatta Road,1130.0,2.0,78.0,2
799,Bannerghatta Road,1486.0,3.0,83.22,3
800,Bannerghatta Road,1460.0,2.0,75.0,3
801,Bannerghatta Road,1015.0,2.0,48.0,2
802,Bannerghatta Road,1115.0,2.0,61.0,2
803,Bannerghatta Road,1136.0,2.0,48.0,2
804,Bannerghatta Road,2700.0,4.0,260.0,4
805,Bannerghatta Road,1200.0,2.0,69.0,3
806,Bannerghatta Road,1465.0,2.0,76.0,3
807,Bannerghatta Road,1302.5,2.0,67.73,2
808,Bannerghatta Road,1200.0,2.0,65.0,2
809,Bannerghatta Road,1240.0,2.0,65.0,2
810,Bannerghatta Road,1476.0,3.0,125.0,3
812,Bannerghatta Road,1532.5,3.0,84.29,3
814,Bannerghatta Road,1268.0,2.0,69.0,2
815,Bannerghatta Road,1450.0,2.0,87.0,3
816,Bannerghatta Road,2932.0,5.0,195.0,4
819,Bannerghatta Road,960.0,2.0,58.0,2
820,Bannerghatta Road,1750.0,3.0,130.0,3
821,Bannerghatta Road,1275.0,2.0,73.0,2
823,Bannerghatta Road,1240.0,2.0,71.0,2
825,Bannerghatta Road,1215.0,2.0,68.0,2
826,Bannerghatta Road,1894.0,3.0,115.0,3
828,Bannerghatta Road,1693.0,3.0,89.0,3
829,Bannerghatta Road,1280.0,2.0,60.16,2
831,Bannerghatta Road,630.0,1.0,35.0,1
832,Bannerghatta Road,1365.0,3.0,76.18,3
833,Bannerghatta Road,1115.0,2.0,78.0,2
834,Bannerghatta Road,1532.5,3.0,79.465,3
836,Bannerghatta Road,1655.0,3.0,90.0,3
837,Bannerghatta Road,1247.0,2.0,47.39,2
838,Bannerghatta Road,1237.5,2.0,49.49,2
839,Bannerghatta Road,1650.0,3.0,94.0,3
840,Bannerghatta Road,905.0,2.0,65.0,2
841,Bannerghatta Road,1000.0,2.0,50.0,2
842,Bannerghatta Road,2185.0,3.0,120.0,4
843,Bannerghatta Road,1012.0,2.0,45.0,2
845,Bannerghatta Road,1460.0,2.0,80.0,3
846,Bannerghatta Road,1340.0,2.0,85.0,2
847,Bannerghatta Road,1711.0,3.0,125.0,3
848,Bannerghatta Road,1520.0,2.0,81.0,3
849,Bannerghatta Road,2826.0,3.0,148.0,3
850,Bannerghatta Road,1154.0,2.0,47.0,2
851,Bannerghatta Road,1000.0,2.0,44.5,2
852,Bannerghatta Road,1250.0,2.0,48.0,2
853,Bannerghatta Road,1640.0,3.0,105.0,3
855,Bannerghatta Road,1012.0,2.0,44.0,2
856,Bannerghatta Road,1527.0,3.0,115.0,3
859,Bannerghatta Road,1550.0,3.0,96.0,3
860,Bannerghatta Road,1200.0,2.0,78.0,2
861,Bannerghatta Road,1885.0,3.0,125.0,3
863,Bannerghatta Road,1450.0,2.0,78.0,3
864,Bannerghatta Road,700.0,1.0,31.2,1
867,Bannerghatta Road,905.0,2.0,58.0,2
869,Bannerghatta Road,1920.0,3.0,122.0,3
870,Bannerghatta Road,2400.0,4.0,180.0,4
872,Bannerghatta Road,1270.0,2.0,45.0,2
873,Bannerghatta Road,1520.0,2.0,80.0,3
874,Bannerghatta Road,1270.0,2.0,73.0,3
875,Bannerghatta Road,1846.0,3.0,120.0,3
877,Bannerghatta Road,1122.5,2.0,61.74,2
878,Bannerghatta Road,1655.0,3.0,95.0,3
879,Bannerghatta Road,1206.0,2.0,53.0,2
880,Bannerghatta Road,1150.0,2.0,55.0,2
881,Bannerghatta Road,1215.0,2.0,65.0,2
882,Bannerghatta Road,1510.0,2.0,110.0,3
883,Bannerghatta Road,1022.0,2.0,35.0,2
884,Bannerghatta Road,1246.0,2.0,47.35,2
885,Bannerghatta Road,1470.0,2.0,85.0,3
886,Bannerghatta Road,1160.0,2.0,45.0,2
887,Bannerghatta Road,970.0,2.0,57.0,2
888,Bannerghatta Road,1527.0,3.0,142.0,3
891,Basavangudi,1036.0,2.0,105.0,2
892,Basavangudi,2600.0,4.0,260.0,4
893,Basavangudi,1600.0,2.0,160.0,3
894,Basavangudi,1560.0,2.0,145.0,2
896,Basavangudi,1800.0,3.0,195.0,3
897,Basavangudi,1100.0,2.0,93.0,2
899,Basavangudi,1050.0,2.0,103.0,2
902,Basavangudi,1180.0,2.0,124.0,2
904,Basavangudi,1200.0,2.0,120.0,2
906,Basavangudi,2453.0,3.0,250.0,4
908,Basaveshwara Nagar,4500.0,5.0,415.0,5
909,Basaveshwara Nagar,1865.0,3.0,145.0,3
910,Basaveshwara Nagar,2460.0,7.0,350.0,7
911,Basaveshwara Nagar,1200.0,2.0,90.0,2
912,Basaveshwara Nagar,2400.0,4.0,310.0,5
913,Basaveshwara Nagar,1200.0,2.0,80.0,2
914,Basaveshwara Nagar,900.0,2.0,60.0,2
915,Basaveshwara Nagar,1900.0,3.0,150.0,3
916,Basaveshwara Nagar,1200.0,2.0,85.0,2
917,Basaveshwara Nagar,1200.0,2.0,70.0,2
918,Battarahalli,1200.0,2.0,65.0,2
919,Battarahalli,1779.0,3.0,89.61,3
920,Battarahalli,1300.0,2.0,50.0,2
921,Battarahalli,1945.0,3.0,97.42,3
922,Battarahalli,1777.0,3.0,100.0,3
923,Battarahalli,1135.0,2.0,43.0,2
924,Battarahalli,1276.0,2.0,45.0,2
925,Battarahalli,1880.0,3.0,94.36,3
926,Battarahalli,1071.0,2.0,62.0,2
927,Battarahalli,1165.0,2.0,43.0,2
928,Battarahalli,1636.0,2.0,82.89,2
929,Battarahalli,1779.0,3.0,90.0,3
931,Battarahalli,1090.0,2.0,38.37,2
932,Battarahalli,2082.0,3.0,104.0,3
933,Battarahalli,2024.0,3.0,103.0,3
934,Battarahalli,1097.0,2.0,49.0,2
936,Begur,1419.0,2.0,59.0,3
937,Begur,1580.0,3.0,75.0,3
938,Begur,1559.0,3.0,63.0,3
939,Begur,1445.0,2.0,47.1,3
940,Begur,1475.0,2.0,74.0,3
941,Begur,3500.0,4.0,185.0,3
942,Begur,1100.0,2.0,55.0,2
943,Begur,1306.0,2.0,65.0,2
944,Begur,1304.0,3.0,65.0,3
945,Begur,1411.0,2.0,60.0,3
946,Begur,815.0,2.0,40.0,2
947,Begur,1443.0,2.0,70.0,3
948,Begur Road,1200.0,2.0,44.0,2
949,Begur Road,1200.0,2.0,46.8,2
950,Begur Road,1160.0,2.0,44.0,2
951,Begur Road,1584.0,3.0,65.0,3
953,Begur Road,1615.0,3.0,59.76,3
954,Begur Road,1200.0,2.0,43.2,2
955,Begur Road,1160.0,2.0,44.08,2
956,Begur Road,1200.0,2.0,45.0,2
957,Begur Road,1615.0,3.0,60.0,3
958,Begur Road,1410.0,2.0,53.0,3
959,Begur Road,1200.0,2.0,37.8,2
960,Begur Road,1160.0,2.0,40.59,2
961,Begur Road,1260.0,2.0,46.62,2
962,Begur Road,1600.0,3.0,58.14,3
964,Begur Road,1500.0,2.0,70.0,3
965,Begur Road,1160.0,2.0,42.0,2
966,Begur Road,1240.0,2.0,39.06,2
967,Begur Road,1500.0,2.0,55.0,3
968,Begur Road,1410.0,2.0,52.17,3
970,Begur Road,1583.0,3.0,74.4,3
971,Begur Road,1170.0,2.0,46.0,2
972,Begur Road,1160.0,2.0,42.92,2
974,Begur Road,1565.0,2.0,59.76,3
976,Begur Road,1410.0,2.0,53.58,3
977,Begur Road,1200.0,2.0,42.6,2
978,Begur Road,1334.0,2.0,42.69,2
979,Begur Road,1565.0,2.0,57.91,3
980,Begur Road,1200.0,2.0,45.6,2
981,Begur Road,1215.0,2.0,43.13,2
982,Begur Road,1444.0,2.0,71.5,3
983,Begur Road,1160.0,2.0,36.54,2
985,Begur Road,1200.0,2.0,44.4,2
987,Begur Road,1260.0,2.0,39.69,2
988,Begur Road,2464.5,6.0,118.0,4
990,Begur Road,952.0,2.0,42.0,2
993,Begur Road,1200.0,2.0,42.0,2
994,Begur Road,1240.0,2.0,45.88,2
995,Begur Road,1200.0,3.0,50.0,3
997,Begur Road,1100.0,2.0,42.6,2
998,Begur Road,644.0,1.0,32.0,1
999,Begur Road,2500.0,6.0,122.5,4
1000,Begur Road,1215.0,2.0,43.75,2
1001,Begur Road,1200.0,2.0,44.73,2
1002,Begur Road,1410.0,2.0,54.99,3
1003,Bellandur,1767.0,3.0,103.0,3
1004,Bellandur,1205.0,2.0,66.0,2
1005,Bellandur,1250.0,2.0,76.0,2
1006,Bellandur,1000.0,2.0,50.0,2
1007,Bellandur,1281.0,2.0,74.0,2
1008,Bellandur,921.0,2.0,40.0,2
1010,Bellandur,1490.0,2.0,98.0,3
1012,Bellandur,2039.0,3.0,168.0,3
1013,Bellandur,1605.0,3.0,85.0,3
1014,Bellandur,1692.0,3.0,88.0,3
1015,Bellandur,1220.0,2.0,60.0,2
1016,Bellandur,1299.0,2.0,82.0,2
1017,Bellandur,900.0,2.0,56.0,2
1018,Bellandur,1350.0,2.0,79.0,2
1019,Bellandur,1286.0,2.0,57.0,2
1020,Bellandur,3016.0,4.0,230.0,4
1021,Bellandur,1457.0,2.0,85.0,2
1022,Bellandur,1195.0,2.0,51.0,2
1023,Bellandur,1050.0,2.0,72.0,2
1024,Bellandur,3600.0,4.0,260.0,4
1025,Bellandur,1310.0,2.0,72.0,2
1026,Bellandur,924.0,2.0,35.11,2
1027,Bellandur,1785.0,3.0,118.0,3
1028,Bellandur,1051.0,2.0,60.0,2
1030,Bellandur,1060.0,2.0,65.0,2
1031,Bellandur,1100.0,2.0,62.0,2
1032,Bellandur,1550.0,2.0,59.0,2
1034,Bellandur,1685.0,3.0,100.0,3
1035,Bellandur,982.0,2.0,55.0,2
1036,Bellandur,981.0,2.0,37.28,2
1037,Bellandur,1205.0,2.0,59.0,2
1038,Bellandur,1063.0,2.0,58.0,2
1039,Bellandur,1201.0,2.0,59.99,2
1040,Bellandur,1325.0,2.0,65.0,2
1041,Bellandur,1281.0,2.0,87.0,2
1043,Bellandur,1200.0,2.0,52.0,2
1044,Bellandur,1785.0,3.0,120.0,3
1045,Bellandur,1088.0,2.0,48.0,2
1046,Bellandur,1310.0,2.0,85.0,2
1047,Bellandur,982.0,2.0,37.28,2
1048,Bellandur,1465.0,3.0,90.0,2
1049,Bellandur,1767.0,3.0,109.0,3
1050,Bellandur,3600.0,4.0,245.0,4
1051,Bellandur,1170.0,2.0,46.79,2
1052,Bellandur,1150.0,2.0,69.44,2
1053,Bellandur,1200.0,2.0,45.0,2
1055,Bellandur,1410.0,3.0,92.0,2
1056,Bellandur,950.0,2.0,35.0,2
1057,Bellandur,1015.0,2.0,60.0,2
1059,Bellandur,1685.0,3.0,101.0,3
1060,Bellandur,1735.0,3.0,105.0,3
1061,Bellandur,1685.0,3.0,115.0,3
1062,Bellandur,1846.0,3.0,135.0,3
1063,Bellandur,1049.0,2.0,51.0,2
1065,Bellandur,1211.0,2.0,63.0,2
1066,Bellandur,1717.0,3.0,110.0,3
1068,Bellandur,1185.0,2.0,47.39,2
1069,Bellandur,1200.0,2.0,62.0,2
1073,Bellandur,1251.0,2.0,47.0,2
1075,Bellandur,960.0,2.0,48.0,2
1076,Bellandur,1690.0,2.0,116.0,3
1077,Bellandur,950.0,1.0,40.0,1
1078,Bellandur,850.0,2.0,45.0,2
1079,Bellandur,1454.0,2.0,90.0,2
1081,Bellandur,1195.0,2.0,52.0,2
1082,Bellandur,1435.0,2.0,115.0,3
1084,Bellandur,1260.0,2.0,83.5,2
1085,Bellandur,1535.0,3.0,90.0,3
1086,Bellandur,1047.0,2.0,75.0,2
1087,Bellandur,1096.0,2.0,40.0,2
1088,Bellandur,1262.0,2.0,47.0,2
1089,Benson Town,3200.0,4.0,350.0,3
1090,Benson Town,4460.0,5.0,650.0,4
1091,Benson Town,1750.0,3.0,150.0,3
1092,Benson Town,2850.0,4.0,470.0,3
1093,Benson Town,1300.0,2.0,120.0,2
1094,Benson Town,1567.0,3.0,140.0,2
1095,Benson Town,3633.0,6.0,550.0,4
1096,Benson Town,3569.0,4.0,600.0,4
1097,Benson Town,1688.12,2.0,270.0,2
1098,Benson Town,1805.0,3.0,280.0,3
1099,Benson Town,1688.0,2.0,280.0,2
1100,Bharathi Nagar,1322.0,2.0,68.0,2
1101,Bharathi Nagar,1351.0,2.0,70.0,2
1102,Bharathi Nagar,1384.0,2.0,59.0,2
1103,Bharathi Nagar,1351.0,2.0,74.0,2
1104,Bharathi Nagar,1432.0,2.0,68.0,2
1106,Bharathi Nagar,1349.0,2.0,56.7,2
1107,Bharathi Nagar,1328.0,2.0,69.0,2
1108,Bharathi Nagar,1300.0,2.0,55.86,2
1109,Bhoganhalli,1670.0,3.0,99.0,3
1112,Bhoganhalli,1444.0,2.0,75.97,2
1113,Bhoganhalli,1447.0,2.0,75.97,2
1114,Bhoganhalli,1700.0,3.0,126.0,3
1118,Bhoganhalli,1760.0,3.0,127.0,3
1119,Bhoganhalli,1949.0,3.0,129.0,3
1120,Bhoganhalli,1760.0,3.0,128.0,3
1121,Bhoganhalli,2439.0,4.0,185.0,4
1123,Bhoganhalli,1205.0,2.0,64.47,2
1124,Bhoganhalli,2439.0,4.0,190.0,4
1125,Bhoganhalli,2439.0,5.0,170.0,4
1126,Bhoganhalli,1205.0,2.0,68.32,2
1127,Bhoganhalli,1260.0,2.0,69.9,2
1128,Bhoganhalli,2439.0,4.0,170.0,4
1129,Bhoganhalli,1707.0,3.0,115.0,3
1130,Bhoganhalli,970.0,2.0,52.5,2
1131,Bhoganhalli,1277.0,2.0,79.89,2
1132,Bhoganhalli,1703.0,3.0,120.0,3
1134,Billekahalli,1125.0,2.0,62.0,2
1136,Billekahalli,1090.0,2.0,52.0,2
1137,Billekahalli,1112.0,2.0,62.0,2
1138,Billekahalli,2400.0,3.0,150.0,3
1139,Billekahalli,2968.0,3.0,225.0,3
1140,Billekahalli,950.0,2.0,58.11,2
1141,Billekahalli,1360.0,2.0,110.0,2
1142,Billekahalli,1125.0,2.0,65.0,2
1143,Billekahalli,950.0,2.0,56.0,2
1145,Billekahalli,1805.0,3.0,134.0,3
1146,Binny Pete,1755.0,3.0,122.0,3
1147,Binny Pete,665.0,1.0,50.75,1
1148,Binny Pete,2465.0,5.0,234.0,3
1150,Binny Pete,1245.0,2.0,86.28,2
1151,Binny Pete,660.0,1.0,54.0,1
1152,Binny Pete,1350.0,2.0,91.0,2
1153,Binny Pete,665.0,1.0,46.08,1
1154,Binny Pete,660.0,1.0,62.0,1
1155,Binny Pete,1365.0,2.0,122.0,2
1156,Binny Pete,2940.0,6.0,280.0,4
1157,Binny Pete,1795.0,3.0,139.0,3
1158,Binny Pete,1740.0,3.0,150.0,3
1159,Binny Pete,1970.0,3.0,164.0,3
1161,Binny Pete,1516.0,3.0,147.0,3
1162,Bisuvanahalli,1180.0,3.0,48.0,3
1164,Bisuvanahalli,1075.0,2.0,46.0,3
1167,Bisuvanahalli,1075.0,2.0,45.0,3
1169,Bisuvanahalli,845.0,2.0,33.0,2
1170,Bisuvanahalli,845.0,2.0,37.0,2
1172,Bisuvanahalli,845.0,2.0,29.0,2
1173,Bisuvanahalli,1075.0,2.0,47.0,3
1174,Bisuvanahalli,850.0,1.0,32.0,2
1175,Bisuvanahalli,1075.0,2.0,50.0,3
1176,Bisuvanahalli,1075.0,2.0,52.0,3
1177,Bisuvanahalli,1180.0,2.0,46.0,3
1178,Bisuvanahalli,1075.0,2.0,42.0,3
1179,Bisuvanahalli,1075.0,2.0,43.0,3
1180,Bisuvanahalli,700.0,1.0,32.0,2
1181,Bisuvanahalli,1075.0,2.0,41.0,3
1182,Bisuvanahalli,945.0,2.0,33.0,2
1183,Bisuvanahalli,845.0,2.0,30.0,2
1185,Bisuvanahalli,1180.0,2.0,45.0,3
1186,Bisuvanahalli,1080.0,2.0,45.0,3
1187,Bisuvanahalli,1180.0,2.0,55.5,3
1188,Bisuvanahalli,1075.0,2.0,48.0,3
1189,Bisuvanahalli,1075.0,2.0,44.0,3
1190,Bisuvanahalli,850.0,2.0,27.0,2
1191,Bisuvanahalli,845.0,2.0,32.0,2
1192,Bisuvanahalli,1075.0,2.0,41.49,3
1193,Bisuvanahalli,845.0,2.0,34.0,2
1194,Bommanahalli,3000.0,8.0,140.0,8
1195,Bommanahalli,520.0,1.0,19.5,1
1196,Bommanahalli,515.0,1.0,25.0,1
1197,Bommanahalli,1090.0,3.0,44.0,2
1200,Bommanahalli,1850.0,3.0,90.0,3
1201,Bommanahalli,910.0,2.0,45.0,2
1202,Bommanahalli,1050.0,2.0,46.0,2
1203,Bommanahalli,1100.0,1.0,55.0,2
1205,Bommanahalli,1350.0,2.0,72.0,2
1206,Bommanahalli,2100.0,4.0,85.0,4
1207,Bommanahalli,1307.0,2.0,50.0,2
1208,Bommanahalli,1091.0,2.0,40.0,2
1209,Bommanahalli,1160.0,2.0,53.0,2
1210,Bommanahalli,1050.0,2.0,54.0,2
1211,Bommasandra,1260.0,3.0,49.36,3
1212,Bommasandra,1200.0,3.0,46.0,3
1213,Bommasandra,1035.0,2.0,41.0,2
1214,Bommasandra,1035.0,2.0,41.73,2
1215,Bommasandra,1034.0,2.0,40.0,2
1216,Bommasandra,877.0,2.0,30.0,2
1217,Bommasandra,920.0,2.0,37.46,2
1218,Bommasandra,1035.0,2.0,41.43,2
1219,Bommasandra,1295.0,2.0,50.28,3
1221,Bommasandra,1015.0,2.0,40.0,2
1222,Bommasandra,1000.0,2.0,35.0,2
1223,Bommasandra,955.0,2.0,35.28,2
1224,Bommasandra,1005.0,2.0,39.77,2
1225,Bommasandra,1014.0,2.0,35.0,2
1226,Bommasandra,1020.0,2.0,40.89,2
1227,Bommasandra,920.0,2.0,37.2,2
1228,Bommasandra,800.0,1.0,32.0,2
1229,Bommasandra,1280.0,3.0,50.0,3
1230,Bommasandra,1942.0,3.0,90.0,3
1231,Bommasandra,1127.0,2.0,45.0,2
1233,Bommasandra,877.0,2.0,29.0,2
1234,Bommasandra,1365.0,3.0,52.81,3
1235,Bommasandra,842.0,2.0,30.0,2
1236,Bommasandra,1365.0,3.0,52.82,3
1237,Bommasandra,955.0,2.0,37.97,2
1238,Bommasandra,1089.0,2.0,40.0,2
1239,Bommasandra,1365.0,3.0,53.96,3
1240,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1242,Bommasandra Industrial Area,1400.0,2.0,40.44,3
1243,Bommasandra Industrial Area,1320.0,2.0,38.13,3
1245,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1246,Bommasandra Industrial Area,1165.0,2.0,33.64,2
1248,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1249,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1250,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1253,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1254,Bommasandra Industrial Area,1065.0,2.0,30.75,2
1255,Bommenahalli,1200.0,3.0,125.0,3
1256,Bommenahalli,1632.0,3.0,145.0,4
1257,Bommenahalli,1670.0,3.0,135.0,4
1258,Bommenahalli,1680.0,3.0,135.0,4
1259,Bommenahalli,1632.0,3.0,128.0,4
1260,Bommenahalli,3339.0,3.0,250.0,3
1261,Bommenahalli,1355.0,3.0,135.0,4
1262,Bommenahalli,1232.0,3.0,96.0,3
1263,Bommenahalli,1632.0,3.0,140.0,4
1264,Brookefield,1150.0,2.0,69.0,2
1265,Brookefield,1142.0,2.0,70.0,2
1269,Brookefield,2800.0,4.0,240.0,4
1270,Brookefield,1476.0,3.0,105.0,3
1271,Brookefield,1700.0,4.0,152.0,4
1272,Brookefield,1262.0,2.0,75.0,2
1273,Brookefield,1139.0,2.0,80.0,2
1274,Brookefield,1125.0,2.0,70.0,2
1275,Brookefield,1420.0,3.0,85.0,3
1277,Brookefield,941.0,2.0,48.0,2
1280,Brookefield,1100.0,2.0,55.0,2
1281,Brookefield,2400.0,3.0,140.0,4
1282,Brookefield,1225.0,2.0,66.5,2
1283,Brookefield,1950.0,6.0,175.0,5
1284,Brookefield,1080.0,2.0,50.0,2
1285,Brookefield,1230.0,2.0,55.0,2
1286,Brookefield,1200.0,2.0,75.0,2
